_id,_level,_date,_type,_object_id,_student,_code,_game_time,_game_progression,_duration,_execution_speed_multiplier,_error,_help_predicted_value,_help_prediction_confidence,_game_error_reason,_execution_speed_changed,_lost_level,_stopped_line,_extra_lines_number
6703c6f2456b8e03f1abacec,Level 8,2024-10-07T10:52:46.781+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-1bran,7bfEHcG,,PT436S,,PT14.466S,,,,,,,,,
6703c6f2456b8e03f1abaced,Level 8,2024-10-07T10:52:46.781+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-2bran,7bfEHcG,,PT436S,,PT14.466S,,,,,,,,,
6703c6f2456b8e03f1abacee,Level 8,2024-10-07T10:53:16.130+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-1bran,7bfEHcG,,PT467S,,PT17.149S,,,,,,,,,
6703c6f2456b8e03f1abacef,Level 8,2024-10-07T10:53:16.130+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-2bran,7bfEHcG,,PT467S,,PT17.149S,,,,,,,,,
6703c6f2456b8e03f1abacf0,Level 8,2024-10-07T10:53:35.607+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var == 3:\n	coup()\n,PT470S,9,PT0.847S,3,,,,,,,,
6703c6f2456b8e03f1abacf1,Level 8,2024-10-07T10:53:38.707+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var == 3:\n	coup()\n,PT473S,9,PT0.835S,3,,,,,,,,
6703c6f2456b8e03f1abacf2,Level 8,2024-10-07T10:53:54.522+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var:\n	coup()\n,PT489S,9,PT1.165S,3,,,,,,,,
6703c6f2456b8e03f1abacf3,Level 8,2024-10-07T10:54:08.974+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/game-error,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var:\n	coup(ma_var)\n,PT503S,,PT0.831S,3,Ligne 4 : La fonction coup ne prend pas de paramètre.,,,function_parameters,,,,
6703c6f2456b8e03f1abacf4,Level 8,2024-10-07T10:54:43.491+02:00,https://py-rates.org/xAPI/verbs/copied,https://py-rates.org/xAPI/activities/contents/for-simple,7bfEHcG,for _ in range(nombre):\r\n	instructions,PT536S,,,,,,,,,,,
6703c6f2456b8e03f1abacf5,Level 8,2024-10-07T10:54:40.342+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-simple,7bfEHcG,,PT538S,,PT4.333S,,,,,,,,,
6703c6f2456b8e03f1abacf6,Level 8,2024-10-07T10:54:40.342+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-counter-0,7bfEHcG,,PT538S,,PT4.333S,,,,,,,,,
6703c6f2456b8e03f1abacf7,Level 8,2024-10-07T10:54:47.116+02:00,https://py-rates.org/xAPI/verbs/pasted,https://py-rates.org/xAPI/activities/properties/copied-text,7bfEHcG,for _ in range(nombre):\n	instructions,PT540S,,,,,,,,,,,
6703c6f2456b8e03f1abacf8,Level 8,2024-10-07T10:54:55.220+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/level-lost,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var:\n	for _ in range(20):\n		coup()\n,PT550S,,PT2.309S,3,,,,,,barrel-explosion,,
6703c6f2456b8e03f1abacf9,Level 8,2024-10-07T10:55:18.753+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/user-stopped,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var:\n	for _ in range(20):\n		coup()\n,PT573S,9,PT1.494S,3,,,,,,,4,
6703c6f2456b8e03f1abacfa,Level 8,2024-10-07T10:55:33.160+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/syntactic-error,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var:\n	for _ in range(ma-var):\n		coup()\n,PT586S,,PT0.746S,3,Ligne 4 : Le nom 'ma' n'est pas défini,,,,,,,
6703c6f2456b8e03f1abacfb,Level 8,2024-10-07T10:55:37.051+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var:\n	for _ in range(ma_var):\n		coup()\n,PT590S,9,PT1.247S,3,,,,,,,,
6703c6f2456b8e03f1abacfc,Level 8,2024-10-07T10:55:39.717+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var:\n	for _ in range(ma_var):\n		coup()\n,PT593S,9,PT1.18S,3,,,,,,,,
6703c6f2456b8e03f1abacfd,Level 8,2024-10-07T10:56:00.822+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-1bran,7bfEHcG,,PT624S,,PT11.949S,,,,,,,,,
6703c6f2456b8e03f1abacfe,Level 8,2024-10-07T10:56:00.822+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-2bran,7bfEHcG,,PT624S,,PT11.949S,,,,,,,,,
6703c6f2456b8e03f1abacff,Level 8,2024-10-07T10:56:35.237+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-1bran,7bfEHcG,,PT649S,,PT3.267S,,,,,,,,,
6703c6f2456b8e03f1abad00,Level 8,2024-10-07T10:56:35.237+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-2bran,7bfEHcG,,PT649S,,PT3.267S,,,,,,,,,
6703c6f2456b8e03f1abad01,Level 8,2024-10-07T10:56:39.887+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-1bran,7bfEHcG,,PT672S,,PT21.966S,,,,,,,,,
6703c6f2456b8e03f1abad02,Level 8,2024-10-07T10:56:39.887+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-2bran,7bfEHcG,,PT672S,,PT21.966S,,,,,,,,,
6703c6f2456b8e03f1abad03,Level 8,2024-10-07T10:57:08.415+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/syntactic-error,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var = ma_var:\n	for _ in range(ma_var):\n		coup()\n,PT679S,,PT0.071S,3,"Ligne 3 : Pour tester une égalité, il faut utiliser le double égal '=='.",,,,,,,
6703c6f2456b8e03f1abad04,Level 8,2024-10-07T10:57:14.298+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var == ma_var:\n	for _ in range(ma_var):\n		coup()\n,PT686S,9,PT1.161S,3,,,,,,,,
6703c6f2456b8e03f1abad05,Level 8,2024-10-07T10:57:16.657+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,avancer()\nma_var = detecter_obstacle()\nif ma_var == ma_var:\n	for _ in range(ma_var):\n		coup()\n,PT688S,9,PT1.161S,3,,,,,,,,
6703c6f2456b8e03f1abad06,Level 8,2024-10-07T10:57:47.814+02:00,https://py-rates.org/xAPI/verbs/copied,https://py-rates.org/xAPI/activities/contents/for-counter-0,7bfEHcG,for compteur in range(nombre):\r\n	instructions,PT717S,,,,,,,,,,,
6703c6f2456b8e03f1abad07,Level 8,2024-10-07T10:57:26.568+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-simple,7bfEHcG,,PT718S,,PT21.999S,,,,,,,,,
6703c6f2456b8e03f1abad08,Level 8,2024-10-07T10:57:26.568+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-counter-0,7bfEHcG,,PT718S,,PT21.999S,,,,,,,,,
6703c6f2456b8e03f1abad09,Level 8,2024-10-07T10:57:51.414+02:00,https://py-rates.org/xAPI/verbs/pasted,https://py-rates.org/xAPI/activities/properties/copied-text,7bfEHcG,for compteur in range(nombre):\n	instructions,PT721S,,,,,,,,,,,
6703c6f2456b8e03f1abad0a,Level 8,2024-10-07T10:57:56.583+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-simple,7bfEHcG,,PT733S,,PT7.633S,,,,,,,,,
6703c6f2456b8e03f1abad0b,Level 8,2024-10-07T10:57:56.583+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-counter-0,7bfEHcG,,PT733S,,PT7.633S,,,,,,,,,
6703c6f2456b8e03f1abad0c,Level 8,2024-10-07T10:58:11.962+02:00,https://py-rates.org/xAPI/verbs/copied,https://py-rates.org/xAPI/activities/contents/condi-1bran,7bfEHcG,ma_var = mesurer_hauteur()\r\nif ma_var == 3:\r\n	coup()\r\n	sauter(),PT741S,,,,,,,,,,,
6703c6f2456b8e03f1abad0d,Level 8,2024-10-07T10:58:06.682+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-1bran,7bfEHcG,,PT742S,,PT6.183S,,,,,,,,,
6703c6f2456b8e03f1abad0e,Level 8,2024-10-07T10:58:06.682+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-2bran,7bfEHcG,,PT742S,,PT6.183S,,,,,,,,,
6703c6f2456b8e03f1abad0f,Level 8,2024-10-07T10:58:15.513+02:00,https://py-rates.org/xAPI/verbs/pasted,https://py-rates.org/xAPI/activities/properties/copied-text,7bfEHcG,ma_var = mesurer_hauteur()\nif ma_var == 3:\n	coup()\n	sauter(),PT744S,,,,,,,,,,,
6703c6f2456b8e03f1abad10,Level 8,2024-10-07T10:58:43.965+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-1bran,7bfEHcG,,PT788S,,PT16.532S,,,,,,,,,
6703c6f2456b8e03f1abad11,Level 8,2024-10-07T10:58:43.965+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/condi-2bran,7bfEHcG,,PT788S,,PT16.532S,,,,,,,,,
6703c6f2456b8e03f1abad12,Level 8,2024-10-07T10:59:03.747+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-simple,7bfEHcG,,PT812S,,PT20.649S,,,,,,,,,
6703c6f2456b8e03f1abad13,Level 8,2024-10-07T10:59:03.747+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-counter-0,7bfEHcG,,PT812S,,PT20.649S,,,,,,,,,
6703c6f2456b8e03f1abad14,Level 8,2024-10-07T10:59:32.376+02:00,https://py-rates.org/xAPI/verbs/leaved,https://py-rates.org/xAPI/activities/levels/level8,7bfEHcG,,,,,,,,,,,,,
6703c6f2456b8e03f1abad15,Level 1,2024-10-07T10:59:32.546+02:00,https://py-rates.org/xAPI/verbs/restarted,https://py-rates.org/xAPI/activities/levels/level1,7bfEHcG,,,,,,,,,,,,,
6703c7254c323c03dfa7ece9,Level 2,2024-10-07T10:51:32.835+02:00,https://py-rates.org/xAPI/verbs/leaved,https://py-rates.org/xAPI/activities/levels/level2,BmfYK7Q,,,,,,,,,,,,,
6703c7254c323c03dfa7ecea,Level 3,2024-10-07T10:51:32.982+02:00,https://py-rates.org/xAPI/verbs/restarted,https://py-rates.org/xAPI/activities/levels/level3,BmfYK7Q,,,,,,,,,,,,,
6703b6ab4c323c03dfa7ec10,Level 3,2024-10-07T10:08:16.501+02:00,https://py-rates.org/xAPI/verbs/resumed,https://py-rates.org/xAPI/activities/levels/level3,Y18BWBS,,,,,,,,,,,,,
6703c7e34c323c03dfa7eceb,Level 6,2024-10-07T11:01:31.477+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,JEH4PPH,avancer(),PT18S,8,PT0.736S,3,,,,,,,,
6703c7e34c323c03dfa7ecec,Level 6,2024-10-07T11:01:44.773+02:00,https://py-rates.org/xAPI/verbs/leaved,https://py-rates.org/xAPI/activities/levels/level6,JEH4PPH,,,,,,,,,,,,,
6703c7e34c323c03dfa7eced,Level 2,2024-10-07T11:01:44.906+02:00,https://py-rates.org/xAPI/verbs/restarted,https://py-rates.org/xAPI/activities/levels/level2,JEH4PPH,,,,,,,,,,,,,
6703b97d4c323c03dfa7ec12,Level 1,2024-10-07T10:09:06.552+02:00,https://py-rates.org/xAPI/verbs/asked,https://py-rates.org/xAPI/activities/help,LpWbtMn,,PT205S,,,,,,,,,,,
6703b97d4c323c03dfa7ec13,Level 1,2024-10-07T10:09:07.499+02:00,https://py-rates.org/xAPI/verbs/received,https://py-rates.org/xAPI/activities/helps/control,LpWbtMn,,PT206S,,,,,1,0.8332890810170219,,,,,
6703b97d4c323c03dfa7ec14,Level 1,2024-10-07T10:09:08.876+02:00,https://py-rates.org/xAPI/verbs/leaved,https://py-rates.org/xAPI/activities/help,LpWbtMn,,PT207S,,,,,,,,,,,
6703c88e4c323c03dfa7ed09,Level 4,2024-10-07T10:45:24.935+02:00,https://py-rates.org/xAPI/verbs/started,https://py-rates.org/xAPI/activities/levels/level4,GcmQWAa,,,,,,,,,,,,,
6703c8904c323c03dfa7ed0a,Level 3,2024-10-07T10:08:27.931+02:00,https://py-rates.org/xAPI/verbs/resumed,https://py-rates.org/xAPI/activities/levels/level3,8hYqYSG,,,,,,,,,,,,,
6703c8ad4c323c03dfa7ed0c,Level 6,2024-10-07T11:04:46.379+02:00,https://py-rates.org/xAPI/verbs/leaved,https://py-rates.org/xAPI/activities/levels/level6,BmfYK7Q,,,,,,,,,,,,,
6703c8ad4c323c03dfa7ed0d,Level 8,2024-10-07T11:04:46.526+02:00,https://py-rates.org/xAPI/verbs/restarted,https://py-rates.org/xAPI/activities/levels/level8,BmfYK7Q,,,,,,,,,,,,,
6703c8ad4c323c03dfa7ed0e,Level 4,2024-10-07T10:07:50.518+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/syntactic-error,7bfEHcG,"avancer()\nma_var = lire_chaine()\nif ma_var == ""gau"":\n	gauche\nelse:\n	droite",PT518S,,PT0.069S,3,"Ligne 4 : Il faut utiliser des parenthèses pour appeler une fonction, même si elles sont vides : 'gauche()'.",,,,,,,
6703c8ad4c323c03dfa7ed0f,Level 4,2024-10-07T10:08:01.432+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,"avancer()\nma_var = lire_chaine()\nif ma_var == ""gau"":\n	gauche()\nelse:\n	droite()",PT530S,10,PT1.36S,3,,,,,,,,
6703c8ad4c323c03dfa7ed10,Level 4,2024-10-07T10:08:37.154+02:00,https://py-rates.org/xAPI/verbs/copied,https://py-rates.org/xAPI/activities/contents/code-editor,7bfEHcG,avancer,PT564S,,,,,,,,,,,
6703c8ad4c323c03dfa7ed11,Level 4,2024-10-07T10:08:38.111+02:00,https://py-rates.org/xAPI/verbs/pasted,https://py-rates.org/xAPI/activities/properties/copied-text,7bfEHcG,avancer,PT565S,,,,,,,,,,,
6703c8ad4c323c03dfa7ed12,Level 4,2024-10-07T10:08:39.409+02:00,https://py-rates.org/xAPI/verbs/pasted,https://py-rates.org/xAPI/activities/properties/copied-text,7bfEHcG,avancer,PT566S,,,,,,,,,,,
6703c8ad4c323c03dfa7ed13,Level 4,2024-10-07T10:08:40.062+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/syntactic-error,7bfEHcG,"avancer()\nma_var = lire_chaine()\nif ma_var == ""gau"":\n	gauche()\nelse:\n	droite()\navanceravancer",PT567S,,PT0.032S,3,Ligne 7 : Cette instruction est inutile : elle n'a aucun effet.,,,,,,,
6703c8ad4c323c03dfa7ed14,Level 4,2024-10-07T10:08:50.679+02:00,https://py-rates.org/xAPI/verbs/copied,https://py-rates.org/xAPI/activities/contents/code-editor,7bfEHcG,avancer()\n,PT575S,,,,,,,,,,,
6703c8ad4c323c03dfa7ed15,Level 4,2024-10-07T10:08:51.670+02:00,https://py-rates.org/xAPI/verbs/pasted,https://py-rates.org/xAPI/activities/properties/copied-text,7bfEHcG,avancer()\n,PT576S,,,,,,,,,,,
6703c8ad4c323c03dfa7ed16,Level 4,2024-10-07T10:08:52.936+02:00,https://py-rates.org/xAPI/verbs/pasted,https://py-rates.org/xAPI/activities/properties/copied-text,7bfEHcG,avancer()\n,PT578S,,,,,,,,,,,
6703c8ad4c323c03dfa7ed17,Level 4,2024-10-07T10:08:53.993+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,"avancer()\nma_var = lire_chaine()\nif ma_var == ""gau"":\n	gauche()\nelse:\n	droite()\navancer()\navancer()\n",PT582S,20,PT3.289S,3,,,,,,,,
6703c8ad4c323c03dfa7ed18,Level 4,2024-10-07T10:08:58.300+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,"avancer()\nma_var = lire_chaine()\nif ma_var == ""gau"":\n	gauche()\nelse:\n	droite()\navancer()\navancer()\n",PT586S,20,PT3.381S,3,,,,,,,,
6703c8ad4c323c03dfa7ed19,Level 4,2024-10-07T10:09:02.464+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,"avancer()\nma_var = lire_chaine()\nif ma_var == ""gau"":\n	gauche()\nelse:\n	droite()\navancer()\navancer()\n",PT590S,20,PT3.397S,3,,,,,,,,
6703c8ad4c323c03dfa7ed1a,Level 4,2024-10-07T10:09:30.668+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,"avancer()\nma_var = lire_chaine()\nif ma_var == ""gau"":\n	gauche()\nelse:\n	droite()\navancer()\navancer()\n",PT618S,20,PT3.403S,3,,,,,,,,
6703c8ad4c323c03dfa7ed1b,Level 4,2024-10-07T10:09:48.566+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-simple,7bfEHcG,,PT636S,,PT3.7S,,,,,,,,,
6703c8ad4c323c03dfa7ed1c,Level 4,2024-10-07T10:09:48.566+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-counter-0,7bfEHcG,,PT638S,,PT5.233S,,,,,,,,,
6703c8ad4c323c03dfa7ed1d,Level 4,2024-10-07T10:09:54.566+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-simple,7bfEHcG,,PT651S,,PT13.083S,,,,,,,,,
6703c8ad4c323c03dfa7ed1e,Level 4,2024-10-07T10:09:54.266+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-counter-0,7bfEHcG,,PT651S,,PT13.383S,,,,,,,,,
6703c8ad4c323c03dfa7ed1f,Level 4,2024-10-07T10:10:42.544+02:00,https://py-rates.org/xAPI/verbs/copied,https://py-rates.org/xAPI/activities/contents/for-simple,7bfEHcG,for _ in range(nombre):\r\n	instructions,PT686S,,,,,,,,,,,
6703c8ad4c323c03dfa7ed20,Level 4,2024-10-07T10:10:15.648+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-simple,7bfEHcG,,PT687S,,PT28.149S,,,,,,,,,
6703c8ad4c323c03dfa7ed21,Level 4,2024-10-07T10:10:15.648+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-counter-0,7bfEHcG,,PT687S,,PT28.149S,,,,,,,,,
6703c8ad4c323c03dfa7ed22,Level 4,2024-10-07T10:10:45.272+02:00,https://py-rates.org/xAPI/verbs/pasted,https://py-rates.org/xAPI/activities/properties/copied-text,7bfEHcG,for _ in range(nombre):\n	instructions,PT688S,,,,,,,,,,,
6703c8ad4c323c03dfa7ed23,Level 4,2024-10-07T10:10:58.505+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/syntactic-error,7bfEHcG,"avancer()\nfor _ in range(nombre):\n	ma_var = lire_chaine()\n	if ma_var == ""gau"":\n		gauche()\n	else:\n		droite()\navancer()\navancer()\n",PT702S,,PT0.764S,3,Ligne 2 : Le nom 'nombre' n'est pas défini,,,,,,,
6703c8ad4c323c03dfa7ed24,Level 4,2024-10-07T10:11:03.308+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,"avancer()\nfor _ in range(4):\n	ma_var = lire_chaine()\n	if ma_var == ""gau"":\n		gauche()\n	else:\n		droite()\navancer()\navancer()\n",PT711S,20,PT5.034S,3,,,,,,,,
6703c8ad4c323c03dfa7ed25,Level 4,2024-10-07T10:11:40.261+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-counter-0,7bfEHcG,,PT750S,,PT7.3S,,,,,,,,,
6703c8ad4c323c03dfa7ed26,Level 4,2024-10-07T10:11:42.595+02:00,https://py-rates.org/xAPI/verbs/consulted,https://py-rates.org/xAPI/activities/contents/for-counter-n,7bfEHcG,,PT750S,,PT4.966S,,,,,,,,,
6703c8ad4c323c03dfa7ed27,Level 4,2024-10-07T10:12:23.988+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/syntactic-error,7bfEHcG,"avancer()\nfor _ in range(4):\nma_var = lire_chaine()\nif ma_var == ""gau"":\n	gauche()\nelse:\n	droite()\navancer()\navancer()\n",PT786S,,PT0.02S,3,Ligne 2 : Cette structure nécessite un corps. Vérifier le décalage des lignes (indentation).,,,,,,,
6703c8ad4c323c03dfa7ed28,Level 4,2024-10-07T10:12:31.309+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,"avancer()\nfor _ in range(4):\n	ma_var = lire_chaine()\nif ma_var == ""gau"":\n	gauche()\nelse:\n	droite()\navancer()\navancer()\n",PT797S,20,PT4.403S,3,,,,,,,,
6703c8ad4c323c03dfa7ed29,Level 4,2024-10-07T10:12:51.462+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,"avancer()\nfor _ in range(4):\n	ma_var = lire_chaine()\n	if ma_var == ""gau"":\n		gauche()\n	else:\n		droite()\n	avancer()\n	avancer()\n",PT824S,80,PT11.219S,3,,,,,,,,
6703c8ad4c323c03dfa7ed2a,Level 4,2024-10-07T10:13:08.350+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/user-stopped,7bfEHcG,"avancer()\nfor _ in range(4):\n	ma_var = lire_chaine()\n	if ma_var == ""gau"":\n		gauche()\n	else:\n		droite()\n	avancer()\n	avancer()\n",PT832S,10,PT1.986S,3,,,,,,,9,
6703c8ad4c323c03dfa7ed2b,Level 4,2024-10-07T10:13:13.387+02:00,https://py-rates.org/xAPI/verbs/changed,https://py-rates.org/xAPI/activities/properties/execution-speed,7bfEHcG,,PT835S,,,,,,,,1.3,,,
6703c8ad4c323c03dfa7ed2c,Level 4,2024-10-07T10:13:14.452+02:00,https://py-rates.org/xAPI/verbs/changed,https://py-rates.org/xAPI/activities/properties/execution-speed,7bfEHcG,,PT836S,,,,,,,,3,,,
6703c8ad4c323c03dfa7ed2d,Level 4,2024-10-07T10:13:14.848+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/fully-executed,7bfEHcG,"avancer()\nfor _ in range(5):\n	ma_var = lire_chaine()\n	if ma_var == ""gau"":\n		gauche()\n	else:\n		droite()\n	avancer()\n	avancer()\n",PT850S,100,PT13.713S,3,,,,,,,,
6703c8ad4c323c03dfa7ed2e,Level 4,2024-10-07T10:13:37.921+02:00,https://py-rates.org/xAPI/verbs/copied,https://py-rates.org/xAPI/activities/contents/code-editor,7bfEHcG,	avancer()\n,PT859S,,,,,,,,,,,
6703c8ad4c323c03dfa7ed2f,Level 4,2024-10-07T10:13:39.351+02:00,https://py-rates.org/xAPI/verbs/pasted,https://py-rates.org/xAPI/activities/properties/copied-text,7bfEHcG,	avancer()\n,PT860S,,,,,,,,,,,
6703c8ad4c323c03dfa7ed30,Level 4,2024-10-07T10:13:57.117+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/syntactic-error,7bfEHcG,"avancer()\nfor _ in range(5):\n	ma_var = lire_chaine()\n	if ma_var == ""gau"":\n		gauche()\n	else:\n		droite()\n	avancer()\n	avancer()\navancer()\noucrir()",PT892S,,PT14.597S,3,Ligne 11 : Le nom 'oucrir' n'est pas défini,,,,,,,
6703c8ad4c323c03dfa7ed31,Level 4,2024-10-07T10:14:30.846+02:00,https://py-rates.org/xAPI/verbs/launched,https://py-rates.org/xAPI/activities/programs/level-completed,7bfEHcG,"avancer()\nfor _ in range(5):\n	ma_var = lire_chaine()\n	if ma_var == ""gau"":\n		gauche()\n	else:\n		droite()\n	avancer()\n	avancer()\navancer()\nouvrir()",PT927S,,PT15.505S,3,,,,,,,,
6703c8ad4c323c03dfa7ed32,Level 4,2024-10-07T10:14:47.831+02:00,https://py-rates.org/xAPI/verbs/completed,https://py-rates.org/xAPI/activities/levels/level4,7bfEHcG,,PT928S,,PT928S,,,,,,,,,
6703c8ad4c323c03dfa7ed33,Level 4,2024-10-07T10:14:51.641+02:00,https://py-rates.org/xAPI/verbs/restarted,https://py-rates.org/xAPI/activities/levels/level4,7bfEHcG,,,,,,,,,,,,,
6703b9c44c323c03dfa7ec15,Level 3,2024-10-07T10:07:57.597+02:00,https://py-rates.org/xAPI/verbs/resumed,https://py-rates.org/xAPI/activities/levels/level3,rtaygH1,,,,,,,,,,,,,
6703c8f2456b8e03f1abad45,Level 4,2024-10-07T10:56:34.147+02:00,https://py-rates.org/xAPI/verbs/leaved,https://py-rates.org/xAPI/activities/levels/level4,BmfYK7Q,,,,,,,,,,,,,
6703c8f2456b8e03f1abad46,Level 3,2024-10-07T10:56:34.298+02:00,https://py-rates.org/xAPI/verbs/restarted,https://py-rates.org/xAPI/activities/levels/level3,BmfYK7Q,,,,,,,,,,,,,
6703c912456b8e03f1abad47,Level 4,2024-10-07T10:44:42.913+02:00,https://py-rates.org/xAPI/verbs/started,https://py-rates.org/xAPI/activities/levels/level4,XPnMMcz,,,,,,,,,,,,,
6703c9e5456b8e03f1abad4b,Level 3,2024-10-07T11:02:10.150+02:00,https://py-rates.org/xAPI/verbs/leaved,https://py-rates.org/xAPI/activities/levels/level3,JEH4PPH,,,,,,,,,,,,,
6703c9e5456b8e03f1abad4c,Level 6,2024-10-07T11:02:10.258+02:00,https://py-rates.org/xAPI/verbs/resumed,https://py-rates.org/xAPI/activities/levels/level6,JEH4PPH,,,,,,,,,,,,,
